user;date;text;location;retweeter_usr
ImSorryWorker;Sat Feb 12 12:48:23 +0000 2022;"RT @ashoswai: Russia has put troops at Ukraine's border, the US has been screaming &amp; preparing for war even if Ukraine is not a member of N…";Andh bhakto ki DNA main;KatyaYushchenko
FionaMullenCY;Sat Feb 12 12:48:21 +0000 2022;"RT @sarahrainsford: Parallel worlds

Americans on my Twitter feed are talking, very alarmingly, of imminent all-out war in Ukraine

Russian…";Cyprus;KatyaYushchenko
monegomarco;Sat Feb 12 12:48:21 +0000 2022;RT @atif_0001: All I'm saying... if a world war 3 kicks off, it will be a full out nuclear war between Western and European countries. If s…;Venezia, Veneto;KatyaYushchenko
alex_jbutler;Sat Feb 12 12:48:15 +0000 2022;RT @chitowntoktown: Reminder: Russia invaded Ukraine 8 years ago. It’s Europe’s only ongoing, shooting war. 7.2% of Ukraine’s territory is…;United Kingdom;KatyaYushchenko
HumphreyintheUK;Sat Feb 12 12:48:07 +0000 2022;RT @DailyMail: Russia pulls staff from embassy in Ukraine over fears of 'provocations' from 'third countries' https://t.co/haGR1MFufg https…;England;KatyaYushchenko
Ross_Report;Sat Feb 12 12:48:02 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Everywhere, USA;KatyaYushchenko
Leshasselhikes;Sat Feb 12 12:48:02 +0000 2022;RT @nowthisnews: ‘In the situation in Iraq, intelligence was used … from this very podium to start a war. We are trying to stop a war’ — Na…;Florida;KatyaYushchenko
nsw43;Sat Feb 12 12:48:01 +0000 2022;RT @joncoopertweets: At the end of the Cold War, Ukraine was the 3rd largest nuclear power on earth. When the Soviet Union collapsed, Ukrai…;DC/Northern Virginia;KatyaYushchenko
PlArmesIdf;Sat Feb 12 12:47:56 +0000 2022;RT @FTZkan: Latest Situation in Russia Ukraine Crisis! Conclusion: America is lying because it says the war has begun! Then Russia does not…;France;KatyaYushchenko
Pamaro25;Sat Feb 12 12:47:55 +0000 2022;RT @Ershivi007: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences betwe…;Manchester, England;KatyaYushchenko
BisaNovy;Sat Feb 12 12:47:49 +0000 2022;RT @santimentfeed: 🪖 Both #cryptocurrencies and #equities markets were likely impacted Friday by the increased talks of #war. The tensions…;Jakarta;KatyaYushchenko
AMuawiyah;Sat Feb 12 12:47:42 +0000 2022;"RT @ashoswai: Russia has put troops at Ukraine's border, the US has been screaming &amp; preparing for war even if Ukraine is not a member of N…";Islamabad;KatyaYushchenko
KiplimoKelvin;Sat Feb 12 12:47:37 +0000 2022;RT @PhantomPower14: Britain - ready to risk war with Russia to defend Ukraine’s sovereignty while doing everything to deny Scotland’s sover…;Nairobi, Kenya;KatyaYushchenko
Bobby39502774;Sat Feb 12 12:47:35 +0000 2022;"RT @markito0171: will they survive the war?
gas-pipelines in #Ukraine 
#Russia'n army need control of the exit points in the western part o…";Québec, Canada;KatyaYushchenko
MichelleKolkey;Sat Feb 12 12:47:32 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Chicago, IL;KatyaYushchenko
KenGriffinCit;Sat Feb 12 12:47:30 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;NOT FINANCIAL ADVICE;KatyaYushchenko
steftza;Sat Feb 12 12:47:26 +0000 2022;"RT @mnrrntt: NATO: The invasion of the Ukraine will result in war

Russia: https://t.co/k28f8z3nCF";Crete, Greece;KatyaYushchenko
KKRuble22;Sat Feb 12 12:47:24 +0000 2022;RT @stopsilencing2: It’s very depressing that we have to worry about whether Russia is truly a dire threat to Ukraine or if this is being m…;Dub V 304;KatyaYushchenko
Teram323Tere;Sat Feb 12 12:47:05 +0000 2022;RT @joncoopertweets: At the end of the Cold War, Ukraine was the 3rd largest nuclear power on earth. When the Soviet Union collapsed, Ukrai…;United States;KatyaYushchenko
mcfarlin_87;Sat Feb 12 12:46:58 +0000 2022;RT @DailyMail: Russia pulls staff from embassy in Ukraine over fears of 'provocations' from 'third countries' https://t.co/haGR1MFufg https…;Oklahoma;KatyaYushchenko
ChristianeHwang;Sat Feb 12 12:46:58 +0000 2022;RT @Fio_edwards: As the war-mongers in Washington and London escalate their war-mongering against Russia, remember that the first casualty…;Hong Kong;KatyaYushchenko
jjcowboys4life;Sat Feb 12 12:46:48 +0000 2022;RT @RALee85: I want to emphasize this once more, Russia's current military buildup near Ukraine is unprecedented. This is not like previous…;Virginia;KatyaYushchenko
ChrisPanoulas;Sat Feb 12 12:46:37 +0000 2022;RT @AlanRMacLeod: The West is funnelling weapons to Neo-Nazis in Ukraine so they can carry out a brutal war against Russian speaking minori…;Germany;KatyaYushchenko
BlackCampy_10;Sat Feb 12 12:46:35 +0000 2022;RT @DefenseBaron: Arms industry PR reps are sending us pitches boasting that their weapons systems may be used in the pending Russia-Ukrain…;Chicago ;KatyaYushchenko
lifelongLove2;Sat Feb 12 12:46:34 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;United States mid Atlantic.;KatyaYushchenko
MrTVAus;Sat Feb 12 12:46:32 +0000 2022;RT @joncoopertweets: At the end of the Cold War, Ukraine was the 3rd largest nuclear power on earth. When the Soviet Union collapsed, Ukrai…;Australia;KatyaYushchenko
WyrdGrl;Sat Feb 12 12:46:28 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Them Thar Hills;KatyaYushchenko
cdesplaces;Sat Feb 12 12:46:27 +0000 2022;"RT @lukemcgee: Russia may be on the brink of war. In Moscow, you might not know it
https://t.co/nUCJk4RjRo";48.840817,2.22967;KatyaYushchenko
JisRESISTing;Sat Feb 12 12:46:23 +0000 2022;RT @McFaul: Putin knows one tragic fact about NATO that many on my twitter feed dont. NATO wont accept new members who have Russian soldier…;#TeamJustice;KatyaYushchenko
WilliamBrownYYC;Sat Feb 12 12:46:16 +0000 2022;"RT @Huck1995: I’ve mentioned this many times, but people rarely listen

We have these “Russia is getting ready to invade Ukraine!” announce…";Mohkinstsis;KatyaYushchenko
QuarkLept0n;Sat Feb 12 12:46:03 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;New York ;KatyaYushchenko
BagalueSunab;Sat Feb 12 12:45:56 +0000 2022;RT @DailyMail: Russia pulls staff from embassy in Ukraine over fears of 'provocations' from 'third countries' https://t.co/haGR1MFufg https…;Jamaica- Trinidad &Tobago;KatyaYushchenko
FreakTrader;Sat Feb 12 12:45:51 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Gods Country;KatyaYushchenko
officialkblaize;Sat Feb 12 12:45:51 +0000 2022;"RT @lukemcgee: Russia may be on the brink of war. In Moscow, you might not know it
https://t.co/nUCJk4RjRo";Lagos, Nigeria;KatyaYushchenko
sixdragonflies6;Sat Feb 12 12:45:40 +0000 2022;RT @zachsdorfman: Just want to pause for a second to acknowledge that, if Russia does indeed launch a new war against Ukraine, the Ukrainia…;San Antonio, TX;KatyaYushchenko
PaulaGatwood;Sat Feb 12 12:45:30 +0000 2022;RT @GlasnostGone: Thanks for all the support for my latest #YouTube video. In light of Russia's ongoing threats towards 🇺🇦, I intend to det…;Florida Gulf Coast;KatyaYushchenko
jharo510;Sat Feb 12 12:45:28 +0000 2022;"RT @Matt_VanDyke: World War 3, World War III, and WWIII trending thanks to #Russia bots &amp; propaganda accounts to scare people about #Ukrain…";Oakland, CA;KatyaYushchenko
GeneralJugod;Sat Feb 12 12:45:15 +0000 2022;RT @chitowntoktown: Reminder: Russia invaded Ukraine 8 years ago. It’s Europe’s only ongoing, shooting war. 7.2% of Ukraine’s territory is…;Nigeria;KatyaYushchenko
arshad_riazch;Sat Feb 12 12:45:11 +0000 2022;"RT @IrumKha94706372: No More War Please 🙏

#Ukraine 🇺🇦  #Russia 🇷🇺 #USA 🇺🇲 #Europe 🇪🇺 #SaudiArabia 🇸🇦 #Iran 🇮🇷 https://t.co/SCiTL5UVMR";Rawalpindi, Pakistan;KatyaYushchenko
SpaghettiKozak;Sat Feb 12 12:44:54 +0000 2022;"RT @waitmanb: Mate...parts of Ukraine were not part of Russia as late as 1939.

But we digress...can you not see how ""retake"" suggests some…";United States;KatyaYushchenko
sifalio;Sat Feb 12 12:44:51 +0000 2022;RT @joncoopertweets: At the end of the Cold War, Ukraine was the 3rd largest nuclear power on earth. When the Soviet Union collapsed, Ukrai…;United States;KatyaYushchenko
Juliusg86;Sat Feb 12 12:44:34 +0000 2022;"RT @MCagriGuler: Savaşın şakası olmaz. /\ War is no joke.
#Savaş #Ukrayna #Rusya #NATO #ABD #Ukraine #Russia #USA https://t.co/cNxzoDtJF9";Tokyo-to, Japan;KatyaYushchenko
KiplimoKelvin;Sat Feb 12 12:44:33 +0000 2022;RT @nowthisnews: ‘In the situation in Iraq, intelligence was used … from this very podium to start a war. We are trying to stop a war’ — Na…;Nairobi, Kenya;KatyaYushchenko
InstEconomist;Sat Feb 12 12:44:32 +0000 2022;RT @tony_pro: BREAKING Ukraine has been at war with Russia for the past 8 years;Zurich, Switzerland;KatyaYushchenko
wendynilsson;Sat Feb 12 12:44:30 +0000 2022;RT @nowthisnews: ‘In the situation in Iraq, intelligence was used … from this very podium to start a war. We are trying to stop a war’ — Na…;Texas;KatyaYushchenko
itz_mphacki1;Sat Feb 12 12:44:21 +0000 2022;"RT @DejiAdesogan: We hope the looming war between #Russia &amp; #Ukraine will be resolved peacefully. But as foreign countries has started call…";Zaria Nigeria ;KatyaYushchenko
darbsnave;Sat Feb 12 12:44:18 +0000 2022;RT @joncoopertweets: At the end of the Cold War, Ukraine was the 3rd largest nuclear power on earth. When the Soviet Union collapsed, Ukrai…;Traverse City, Michigan, USA;KatyaYushchenko
xyk_09_yjy__0jo;Sat Feb 12 12:44:09 +0000 2022;"RT @xyk_09_yjy__0jo: #NATO WAR PROPAGANDA VERSION

AND

THE TRUTH

#Ukraine 
#Ukraina 
#UkraineCrisis 
#Russia https://t.co/94L3z0airn";Earth 🌍;KatyaYushchenko
flace1;Sat Feb 12 12:44:04 +0000 2022;RT @opinion_black: 'The Anglo-Saxons need a war': Russia blames WEST for Ukraine crisis https://t.co/rcmTHlU6eo The intelligence agencies a…;London, UK;KatyaYushchenko
nkd_runner;Sat Feb 12 12:44:00 +0000 2022;RT @joncoopertweets: At the end of the Cold War, Ukraine was the 3rd largest nuclear power on earth. When the Soviet Union collapsed, Ukrai…;New Hampshire, USA;KatyaYushchenko
lovinurvibe;Sat Feb 12 12:43:59 +0000 2022;RT @Acyn: Tulsi: President Biden could end this crisis and prevent a war with Russia by doing something very simple: guaranteeing that Ukra…;Universe;KatyaYushchenko
yanksbr549;Sat Feb 12 12:43:51 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Indianapolis, Indiana;KatyaYushchenko
Uncle_Tuna;Sat Feb 12 12:43:39 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;🇺🇸 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇨🇭;KatyaYushchenko
HilaryMarmot;Sat Feb 12 12:43:36 +0000 2022;RT @SolHughesWriter: Starmer flew to Brussels to cosplay a guy in a Rock Hard NATO standing firm against Putin. But actual NATO nation lead…; London;KatyaYushchenko
NovaNation92;Sat Feb 12 12:43:20 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Penscola Beach, FL;KatyaYushchenko
MsRuffles;Sat Feb 12 12:43:13 +0000 2022;"RT @Paul_VanDerMeer: Tulsi says at FOX: ""President Biden could prevent a war with Russia by guaranteeing that Ukraine will not become a mem…";Conway, AR;KatyaYushchenko
rhcpvikings;Sat Feb 12 12:43:09 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Shoreview, MN;KatyaYushchenko
haldirillod;Sat Feb 12 12:43:05 +0000 2022;"RT @MCagriGuler: Savaşın şakası olmaz. /\ War is no joke.
#Savaş #Ukrayna #Rusya #NATO #ABD #Ukraine #Russia #USA https://t.co/cNxzoDtJF9";Denizli, Türkiye;KatyaYushchenko
mariamartak;Sat Feb 12 12:43:03 +0000 2022;RT @rat_let: @SirSocks Jesus wept. Truss was busting a gut to avoid a war?? FFS man, she didn't even know the difference between parts of R…;London, England;KatyaYushchenko
Melis72Cares;Sat Feb 12 12:43:03 +0000 2022;RT @STWuk: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences between Uk…;Hull, England;KatyaYushchenko
Vladdich;Sat Feb 12 12:42:50 +0000 2022;"RT @markito0171: will they survive the war?
gas-pipelines in #Ukraine 
#Russia'n army need control of the exit points in the western part o…";New York;KatyaYushchenko
Affronter84;Sat Feb 12 12:42:41 +0000 2022;RT @mattzarb: Cheering on the prospect of “standing up to Putin” by going to war with Russia, pretending they have friends in Ukraine who a…;Lave;KatyaYushchenko
pulga_larry;Sat Feb 12 12:42:40 +0000 2022;RT @AlanRMacLeod: The West is funnelling weapons to Neo-Nazis in Ukraine so they can carry out a brutal war against Russian speaking minori…;Maracaibo, Venezuela;KatyaYushchenko
Salman_AlHajii;Sat Feb 12 12:42:36 +0000 2022;"RT @HannibalAntaki: There is nothing more grotesque than a media pushing for war ~Edward Snowden

#NATO #Ukraine #Russia #USA #EU #UK https…";From Bahrain 🇧🇭;KatyaYushchenko
Reanu_Keeves;Sat Feb 12 12:42:31 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Hell;KatyaYushchenko
sandipshettyyer;Sat Feb 12 12:42:27 +0000 2022;"RT @ashoswai: Russia has put troops at Ukraine's border, the US has been screaming &amp; preparing for war even if Ukraine is not a member of N…";Mumbai/Sharjah/Dubai;KatyaYushchenko
yymods;Sat Feb 12 12:42:18 +0000 2022;"RT @steven_pifer: No. If war happens, it will because Vladimir Putin gave an order, and #Russia launches military assault on #Ukraine.

No…";ゆっくりまったりの通り道 鍵垢さんは一言お声がけ下さい。;KatyaYushchenko
rogerdil;Sat Feb 12 12:42:15 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;New York State;KatyaYushchenko
NetraMahanta;Sat Feb 12 12:42:15 +0000 2022;"RT @NewsArenaIndia: Breaking News

Russia is reducing its diplomatic staff in Ukraine. Seems war is inevitable now.";Dhekiajuli, India;KatyaYushchenko
MrsRocketMan589;Sat Feb 12 12:42:10 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Newcastle, New South Wales;KatyaYushchenko
illusionaryy_;Sat Feb 12 12:42:03 +0000 2022;RT @MrOdanz: If Canada or Mexico (two independent countries) decides to into a military alliance with Russia,the USA will react more than P…;Abuja;KatyaYushchenko
AgyenOG;Sat Feb 12 12:41:50 +0000 2022;RT @SolHughesWriter: Starmer flew to Brussels to cosplay a guy in a Rock Hard NATO standing firm against Putin. But actual NATO nation lead…;We Global;KatyaYushchenko
efactor32;Sat Feb 12 12:41:46 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Deerfield Beach, FL;KatyaYushchenko
limemalted;Sat Feb 12 12:41:46 +0000 2022;RT @RALee85: I want to emphasize this once more, Russia's current military buildup near Ukraine is unprecedented. This is not like previous…;Australia;KatyaYushchenko
dougcoulson;Sat Feb 12 12:41:46 +0000 2022;RT @MarcelHVanHerpe: If there is any unprovoked attack by Russia on Ukraine the West must not only impose severe sanctions, but also prepar…;Pittsburgh;KatyaYushchenko
Millermena;Sat Feb 12 12:41:45 +0000 2022;"RT @markito0171: will they survive the war?
gas-pipelines in #Ukraine 
#Russia'n army need control of the exit points in the western part o…";Worcester, MA;KatyaYushchenko
mgoldfarb999;Sat Feb 12 12:41:15 +0000 2022;"RT @haltman: ""The president will not be putting the lives of our men and women in uniform at risk by sending them into a war zone to rescue…";Plantation, FL;KatyaYushchenko
CPromiyo;Sat Feb 12 12:41:12 +0000 2022;"RT @Prabuashok17: @vickneswarang @U2Brutus_off Russia has put troops at Ukraine's border, the US has been screaming &amp; preparing for war eve…";Legazpi, Philippines;KatyaYushchenko
o_osnia;Sat Feb 12 12:41:10 +0000 2022;"RT @DrewHLive: Biden “claimed” to pull out of Afghanistan cause it was time to end a pointless war

Then months later attempts to spark a n…";Heaven;KatyaYushchenko
zarenina;Sat Feb 12 12:41:09 +0000 2022;RT @maxseddon: Russia and US are both evacuating their diplomatic staff from Ukraine, with each side accusing the other of planning some so…;NYC;KatyaYushchenko
Emeka_mojo;Sat Feb 12 12:41:04 +0000 2022;RT @MrOdanz: If Canada or Mexico (two independent countries) decides to into a military alliance with Russia,the USA will react more than P…;Port Harcourt, Nigeria;KatyaYushchenko
athernbp;Sat Feb 12 12:40:58 +0000 2022;"RT @ashoswai: Russia has put troops at Ukraine's border, the US has been screaming &amp; preparing for war even if Ukraine is not a member of N…";pakistan;KatyaYushchenko
JimadaMb;Sat Feb 12 12:40:55 +0000 2022;RT @MrOdanz: If Canada or Mexico (two independent countries) decides to into a military alliance with Russia,the USA will react more than P…;Always A step Ahead of yhu;KatyaYushchenko
Cluelessbetty;Sat Feb 12 12:40:55 +0000 2022;RT @joncoopertweets: At the end of the Cold War, Ukraine was the 3rd largest nuclear power on earth. When the Soviet Union collapsed, Ukrai…;The Bluegrass State;KatyaYushchenko
DerrickNemwe;Sat Feb 12 12:40:53 +0000 2022;"RT @NaijaNewsCEO: If the Russia vs Ukraine war happens it would be the end of the world order that’s seen Western democracies, rules &amp; idea…";Uganda;KatyaYushchenko
myouedraogo;Sat Feb 12 12:40:46 +0000 2022;"RT @cartoonmovement: The princess and the pea. Cartoon by @zemguszaharans: https://t.co/qjd3mkKbGE

#Putin #Ukraine #Russia #NATO #war http…";Ouagadougou - Burkina Faso;KatyaYushchenko
blind_nut;Sat Feb 12 12:40:46 +0000 2022;"RT @RonPaulInstitut: RPI's Daniel McAdams on Washington's war plan with #Russia over #Ukraine...
https://t.co/OjBIXOIGPH";Canvas;KatyaYushchenko
GladstoneMarian;Sat Feb 12 12:40:37 +0000 2022;"RT @Davy_Acko: ""Things could go crazy quickly."" 
These are the words of the United States President on a potential war in Ukraine with Russ…";Leicester, England;KatyaYushchenko
epigone1971;Sat Feb 12 12:40:33 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;where the wind begins ;KatyaYushchenko
jphenninger;Sat Feb 12 12:40:28 +0000 2022;RT @MarkAmesExiled: Russia-Ukraine war prediction: the Angloid media will report, without skepticism, any leak Langley whispers in their ea…;Denver, CO;KatyaYushchenko
DavidMo85176905;Sat Feb 12 12:40:24 +0000 2022;RT @ForwardAssist1: On A War Footing in the Ukraine. https://t.co/s20kqLtg9Y;Auckland, New Zealand;KatyaYushchenko
GladstoneMarian;Sat Feb 12 12:40:23 +0000 2022;RT @DavidNorthWSWS: Using the claims of an imminent Russian invasion of #Ukraine as a pretext, the Biden administration has announced that…;Leicester, England;KatyaYushchenko
ErgnEsr;Sat Feb 12 12:40:19 +0000 2022;"RT @MCagriGuler: Savaşın şakası olmaz. /\ War is no joke.
#Savaş #Ukrayna #Rusya #NATO #ABD #Ukraine #Russia #USA https://t.co/cNxzoDtJF9";İstanbul, Türkiye;KatyaYushchenko
underaredflag;Sat Feb 12 12:40:14 +0000 2022;RT @SolHughesWriter: Starmer flew to Brussels to cosplay a guy in a Rock Hard NATO standing firm against Putin. But actual NATO nation lead…;area failed by nationalism;KatyaYushchenko
Sammo08723241;Sat Feb 12 12:40:14 +0000 2022;"RT @SamLowry60: @Keir_Starmer @JohnHealey_MP @jensstoltenberg But You wanted Diane Abbott as Home Secretary &amp; the UK out of NATO .. were yo…";Hanslope ;KatyaYushchenko
Cyrax1917;Sat Feb 12 12:40:10 +0000 2022;"RT @realJustinEng: @matthewjmartin_ ""If Ukraine joins NATO *AND* attempts to bring Crimea back by military means, the European countries wi…";Greece;KatyaYushchenko
DowntownCarol1;Sat Feb 12 12:39:57 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Saint Petersburg,Florida;KatyaYushchenko
RobertBijman;Sat Feb 12 12:39:56 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Amsterdam;KatyaYushchenko
jose_molotov;Sat Feb 12 12:39:46 +0000 2022;"RT @DejiAdesogan: We hope the looming war between #Russia &amp; #Ukraine will be resolved peacefully. But as foreign countries has started call…";Port Harcourt, Nigeria;KatyaYushchenko
freckmann;Sat Feb 12 12:39:43 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;maryland;KatyaYushchenko
moethedog97;Sat Feb 12 12:39:35 +0000 2022;RT @joncoopertweets: At the end of the Cold War, Ukraine was the 3rd largest nuclear power on earth. When the Soviet Union collapsed, Ukrai…;Western New York;KatyaYushchenko
maggiejuang1;Sat Feb 12 12:39:33 +0000 2022;RT @Aximia2: #Russia na granicy z #Ukraine, obwód bielgordzkij, obóz wojenny, Żołnierze prawdopodobnie z Czeczenii #UkraineConflict #NATO #…;California, USA;KatyaYushchenko
Edward73601105;Sat Feb 12 12:39:11 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Surrey & Hertfordshire, UK;KatyaYushchenko
BSportmastik;Sat Feb 12 12:39:11 +0000 2022;RT @MarcelHVanHerpe: If there is any unprovoked attack by Russia on Ukraine the West must not only impose severe sanctions, but also prepar…;New York, USA;KatyaYushchenko
RaySleepy;Sat Feb 12 12:39:08 +0000 2022;RT @pomspine: Talking about this because it's important: I might have to flee my own country due to a war being a huge possibility, the sit…;Indonesia;KatyaYushchenko
mandijel;Sat Feb 12 12:39:06 +0000 2022;RT @Ershivi007: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences betwe…;London;KatyaYushchenko
TasinaP;Sat Feb 12 12:39:05 +0000 2022;RT @MaximEristavi: it takes no labor to understand the stoicism and calm of ukrainians once you realize russia has already invaded ukraine.…;Prince Edward Island, Canada;KatyaYushchenko
MichaKnapik4;Sat Feb 12 12:39:02 +0000 2022;RT @Aximia2: #Russia na granicy z #Ukraine, obwód bielgordzkij, obóz wojenny, Żołnierze prawdopodobnie z Czeczenii #UkraineConflict #NATO #…;Katowice, Polska;KatyaYushchenko
maggiejuang1;Sat Feb 12 12:38:57 +0000 2022;RT @IndiplusNews: This Is Not Normal #Russia #Ukraine #Invasion 12-2-2022 #Military Truck Carrying Something Surprising Weapons. if Russia…;California, USA;KatyaYushchenko
YigitErencan;Sat Feb 12 12:38:50 +0000 2022;"RT @MCagriGuler: Savaşın şakası olmaz. /\ War is no joke.
#Savaş #Ukrayna #Rusya #NATO #ABD #Ukraine #Russia #USA https://t.co/cNxzoDtJF9";Ankara, Türkiye ;KatyaYushchenko
RachaelWood10;Sat Feb 12 12:38:49 +0000 2022;RT @rommari: It’s paralysing how much misconception there still is around the #Russia-#Ukraine war. I was recently asked whether Ukrainians…;No. VA, USA;KatyaYushchenko
AlanAbdo13;Sat Feb 12 12:38:47 +0000 2022;RT @KatyaYushchenko: It really hurts that Russia has been able to build its military and conduct its current war in Ukraine with the money…;Ukraine;KatyaYushchenko
ManhasnoHandle;Sat Feb 12 12:38:44 +0000 2022;RT @MrOdanz: If Canada or Mexico (two independent countries) decides to into a military alliance with Russia,the USA will react more than P…;Across the narrow sea;KatyaYushchenko
_MissHandled_;Sat Feb 12 12:38:44 +0000 2022;"RT @ashoswai: Russia has put troops at Ukraine's border, the US has been screaming &amp; preparing for war even if Ukraine is not a member of N…";Hyderabad, India;KatyaYushchenko
apatriotspeak;Sat Feb 12 12:38:43 +0000 2022;RT @sibelterhaar: I reject war and pursue peace. #Ukraine #Russia #RussiaUkraine https://t.co/beCJnRueUo;India;KatyaYushchenko
HunterArrowhead;Sat Feb 12 12:38:41 +0000 2022;RT @DavidHuffmanGen: Germany found out the hard way that wind and solar doesn’t meet energy demand. 🤨🇺🇸 https://t.co/8mPbIMDplm;West Virginia, USA;KatyaYushchenko
francis_lyon_;Sat Feb 12 12:38:30 +0000 2022;RT @MrOdanz: If Canada or Mexico (two independent countries) decides to into a military alliance with Russia,the USA will react more than P…;Kamerun;KatyaYushchenko
RamsteadJohn;Sat Feb 12 12:38:29 +0000 2022;RT @joncoopertweets: At the end of the Cold War, Ukraine was the 3rd largest nuclear power on earth. When the Soviet Union collapsed, Ukrai…;California, USA;KatyaYushchenko
ChrisRi80029765;Sat Feb 12 12:38:26 +0000 2022;RT @Telegraph: 🔴Britain will withdraw all remaining troops in Ukraine by the end of this weekend amid fears that Russian invasion is immine…;USA;KatyaYushchenko
ahmedkier25;Sat Feb 12 12:38:19 +0000 2022;RT @HariPrasad91: Yep and that's why the Soviet Union and Russia never went to war again or ever intervened. They never went to Hungary, Cz…;Lebanon;KatyaYushchenko
iamfifig;Sat Feb 12 12:38:15 +0000 2022;"RT @BeattieDoug: This could be a test of NATO cohesion or disruption of that cohesion.

It could be Russia reasserting its position by taki…";Northern Ireland;KatyaYushchenko
RobbJarrett;Sat Feb 12 12:38:05 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Central OH;KatyaYushchenko
CuntTheRedeemer;Sat Feb 12 12:37:57 +0000 2022;RT @zachsdorfman: Just want to pause for a second to acknowledge that, if Russia does indeed launch a new war against Ukraine, the Ukrainia…;The City;KatyaYushchenko
langevinm;Sat Feb 12 12:37:52 +0000 2022;RT @Forbes: President Biden confirmed in an NBC interview Thursday the United States will not send troops to Ukraine to help evacuate Ameri…;Quebec;KatyaYushchenko
raycene1;Sat Feb 12 12:37:48 +0000 2022;RT @zachsdorfman: Just want to pause for a second to acknowledge that, if Russia does indeed launch a new war against Ukraine, the Ukrainia…;For God so loved the world ...;KatyaYushchenko
Moehroe;Sat Feb 12 12:37:35 +0000 2022;"RT @RikeFranke: ""If Russia were to invade Ukraine, who should come to Ukraine's defence?""

That of all counties, people in Poland rank the…";Tübingen, Deutschland;KatyaYushchenko
Chouaymiloud8;Sat Feb 12 12:37:35 +0000 2022;RT @MailOnline: Russia pulls staff from embassy in Ukraine over fears of 'provocations' from Kiev or 'third countries' https://t.co/5OvOeU3…;أقصى المغرب;KatyaYushchenko
Santanumalbum;Sat Feb 12 12:37:33 +0000 2022;RT @GerberKawasaki: War is not the answer. We must show strength and resolve against Russian and Chinese aggression. The world must work to…;New York;KatyaYushchenko
drew24004851;Sat Feb 12 12:37:30 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;United States;KatyaYushchenko
AlexGrossato;Sat Feb 12 12:37:27 +0000 2022;RT @nakashimae: What makes Russia’s massive war games with Belarus so worrying? @RobynDixon_  tells you why. https://t.co/Gr5VBQlwaU;Padova, Veneto;KatyaYushchenko
